GENE_NAME	human	human	cow	cow	cow	marmoset	marmoset	dog	armadillo	gorilla	gorilla	musMusculus	musMusculus	musMusculus	musMusculus	musMusculus	musMusculus	musSpretus	musSpretus	musSpretus	musCaroli	musCaroli	musCaroli	musCaroli	opossum	opossum	opossum	ferret	rabbit	chimp	chimp	bonobo	bonobo	orangutan	orangutan
UNC5D	0.02	0	0	0	0	0.05	0.03	0.19	0.12	0	0.02	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.15	0.05	0	0	0.02	0.04	0	0.1	0	0	0.02
ZMYND12	1.51	2.11	0.29	0.63	1.98	0.97	0.06	0	0.22	1.37	2.43	0.05	0.43	0.08	0.04	0.17	0.02	0.22	0.47	0.53	0.07	0.05	0	0	0.67	0.38	0.82	2.09	0.94	1.55	0.58	2.35	2.93	4.38	1.37
MAPK13	1.44	0.82	0.64	0.32	1.46	0.78	50.3	0.45	2.36	4.3	3.08	0.19	0.35	0.11	0.17	0.14	0.09	0.14	0.39	0.25	0.14	0.17	0.07	0.21	0.48	0.75	0.15	11.67	0.66	0.79	3.01	2.41	3.3	3.38	5.82
MS4A1	0.33	0.65	0.38	0.75	0.65	0.26	0.33	0.42	0.4	0.19	0.03	0.03	0.17	0.11	0.03	0.26	0.25	0.12	0.07	0	0.05	0.15	0.14	0.07	1.02	0.53	1.56	7.45	0.55	0.29	0.04	0.79	4.21	0.08	0.12
TBC1D31	0.76	0.55	4.78	2.69	3.3	1.81	1.31	2.62	0.59	1.17	0.67	3.37	3.02	3.87	3.6	2.92	2.38	1.91	1.75	1.79	1.42	1.25	1.46	3.3	0.58	1.06	1.69	8.2	3.95	0.35	1.11	1.19	2.1	1.25	0.44
ATAD2	2.13	1.6	6.22	4	2.18	2.16	0.84	0.83	0.89	3.39	1.95	1.47	0.88	1.37	0.98	0.62	0.45	0.81	0.68	0.79	0.64	0.93	0.78	0.72	0.71	0.91	1.87	6.05	1.44	1.88	2.04	2.09	1.67	1.11	0.79
FBXO32	0.74	0.68	1.62	1.45	1.62	1.06	2.04	1.94	3.34	2.25	2	1.13	0.48	0.91	0.8	0.8	0.65	0.11	0.16	0.11	0.27	0.4	0.25	0.19	1.27	2.13	0.81	0.71	4.79	1.08	9.84	0.73	1.84	0.37	3.32
SLC9A3	0.39	0.19	0	0	0.08	0.03	0.05	0	0.07	1.75	3.15	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.02	0.68	0.23	0.25	0.32	0.06	0.13
PRR14	19.73	8	6.68	11.74	16.27	19.01	10.48	8.5	8.63	8.34	8.53	28.38	30.36	30.7	28.4	30.28	12.34	30.14	61.06	24.92	20.67	19.19	55.11	75.27	5.98	11.29	7.09	15.29	6.46	17	23.24	9.8	11.65	7.37	7.99
FBRS	14.1	7.15	9.11	10.87	20.17	12.22	4.8	6.89	8.64	4.99	8.04	11.81	17.05	15.37	16.68	14.73	4.06	10.61	16.29	9.72	11.39	9.04	21.03	16.83	13.26	18.77	7.44	14.22	19.38	22.83	26.11	7.05	7.04	7.91	4.63
PHKG2	16.88	15.36	10.75	19.77	22.67	29.7	30.35	17.5	NA	17.13	23.77	22.01	25.84	20.71	29.34	27.95	16.89	18.12	9.45	16.9	17.23	14.9	22.7	26.11	11.47	16.11	10.14	31.58	7.49	30.15	20.82	26.69	28.77	18.71	37.11
ADGRG4	0	0	NA	NA	NA	0	0	0	0.14	0.02	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	0.22	0.48	0	0	NA	NA	NA	NA	0	0
NGEF	20.51	7.43	64.99	79.95	79.89	4.59	5.41	17.5	9.87	3.35	6.99	28.54	14.47	30.12	34.71	25.59	16.8	15.73	6.2	7.73	26.1	20.43	31.75	22.67	4.91	9.68	10.31	8.12	16.9	11.17	4.88	7.06	18.16	5.82	1.96
ZIC3	0	0	0	0	0	0	0.01	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0.03
MALSU1	57.6	27.28	20.13	14.27	28.83	4.6	7.41	28.02	34.13	5.98	6.78	17.81	21.76	17.4	30.09	28.03	24.04	26.7	18.34	18.46	15.61	18.91	21.24	21.69	27.41	27.93	32.87	42.08	28.86	9.68	10.44	8.22	7.59	24.49	24.29
GALK2	9.35	6.33	11.43	11.29	11.49	25.91	20.91	6.47	18.84	4.56	3.04	11.19	8.44	13.18	10.13	8.92	8.24	6.05	3.37	5.72	17.74	17.86	16.22	16.81	5.94	8.78	10.69	24.94	13.45	6.12	8.46	8.85	8.96	4.6	5.39
B3GNT7	0.49	0.52	0.07	0.37	2.86	0.31	0.09	0.05	4.67	0.94	0.23	0.05	0.09	0.02	0	0.02	0.01	0.05	0.16	0	0.04	0.03	0.19	0	0.1	0	0.23	1.69	1.61	NA	NA	NA	NA	0.3	0.78
ASPM	0.02	0.29	0.11	0.09	0.11	0.74	0.12	0.06	0.05	0.1	0.06	0.09	0.12	0.06	0.05	0.05	0.03	0.08	0.08	0.17	0.08	0.42	0.11	0.05	0.2	0.21	0.11	0.76	0.56	0.02	0.41	0.11	0.09	0.09	0.13
BRPF1	5.15	2.4	3.23	4.07	6.7	3.77	2.07	3.55	3.35	3.08	3.45	6.75	9.5	9.33	8.68	7	3.2	3.74	3.68	4.32	3.22	2.59	3.87	3.95	5.28	9.52	3	11.73	5.11	3.9	5.03	2.1	1.68	3.13	1.84
SST	0	0	0	0	0	0	0.08	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0
GHRL	0.75	0.49	0	0	0	0	0.12	0	0	0.15	0.31	0	0.49	0.59	0	0.03	0	0.13	0	0	0	0.3	0	0	0	0	0.05	NA	0	0.29	0.26	0.38	3.15	0.22	0
SEC13	57.82	35.19	28.14	35.06	68.51	38.41	42.88	25.57	0	30.11	31.86	47.03	66.2	45.01	67.88	68.86	41.4	72.27	35.77	58.29	39.1	52.7	49.8	39.93	18.46	21.52	18.71	38.78	18.6	60.52	101.9	24.84	29.22	15.83	28.43
EXOG	1.08	0.46	0.59	1.06	1.13	2.85	1.77	4.46	2.29	4.95	5.34	0.66	1.53	0.83	1.06	0.92	0.65	1.32	0.89	0.75	0.16	0.59	0.63	0.46	1.06	1.37	1.22	26.32	2.37	3.82	6.44	5.35	6	5.05	3.2
SHCBP1L	0.27	0.22	0	0.18	0.11	0	0	0	0	0	0	0.03	0.69	0.03	0.18	0.01	0.06	0	0	0	0	0	0	0	0	0.06	0.07	0	0.1	0	0.06	0.37	0	0	0
NMNAT2	0.07	0.12	2.77	4.08	0.5	0.24	0.07	0.24	0.34	0.08	0	0.02	0.16	0.17	0.07	0.07	0.03	0.35	0.24	0.4	0.08	0.14	0.09	0.06	0	0	0.04	1.54	0.9	0.14	0	0.6	0	0	0.08
ZFYVE9	3.46	2.45	11.79	10.92	7.53	4.45	3.86	15.11	3.25	3.96	2.97	10.92	7.39	8.98	9.98	8.18	5.41	7.44	2.3	5.46	4.73	4.34	4.36	4.31	4.41	3.69	1.63	14.56	5.56	3.69	4.1	4.36	2.64	3.66	2.78
ATP2B2	14.21	5.27	11.14	21.46	17.19	16.85	4.32	6.87	0.03	6.19	9.31	0.18	0.39	0.33	0.44	0.16	0.09	1.83	3.05	1.91	0.47	0.39	0.45	0.8	2.17	3.02	3.81	12.97	17.82	11.29	4.64	2.93	2.19	19.37	2.64
SLC6A1	196.4	35.85	0.06	0	0.09	0.08	0.19	115.84	0.04	1.07	0.78	0	0.03	0.02	0.22	0.01	0.02	0	0	0	0.09	0.14	0.34	0.27	0.03	0.52	0.1	1.24	0.03	40.46	0.72	2.22	3.83	0.11	0.07
SMG1	5.39	5.67	2.29	4.71	4	2.52	1.11	16.59	1.35	2.68	3.95	5.41	8.18	9.24	3.84	2.86	2.92	2.27	1.82	2.05	2.07	2.65	1.42	1.83	4.7	5.26	5.85	12.17	11.64	10.48	7.66	8.25	8.09	6.71	4.43
FCHO2	5.15	1.15	13.41	8.51	6.24	5.72	3.78	12.72	1.31	5.62	3.56	6.4	5.77	8.11	8.05	4.62	5.29	4.25	2.77	3.64	2.9	3.19	3.07	2.71	2.54	3.26	6.44	23.25	14.88	2.11	2.61	2.71	3.18	4	2.19
RBPMS	20.51	12.26	17.71	22.55	34.98	10.1	6.68	30.31	25.55	74.03	34.31	26.86	45.17	23.16	28.98	36.44	30.05	48.62	87.33	60.57	40.43	47.9	75.83	73.67	1.35	1.65	1.42	37.09	32.37	35.06	41.82	16.12	20.74	44.98	93.29
TMEM171	1.39	0.29	8.73	15.03	17.44	0	0.04	0.36	0.3	1.64	1.39	0.12	0	0.2	0	0.02	0.01	0.27	0.23	0.25	0.66	3.29	1.47	1.02	0.04	0	0.06	0.11	6.67	0.1	2.06	0.55	0.05	0.13	0
KLHL40	0	0	0	0.04	0.06	0.04	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.06	0	0	0.15
C8A	154.38	204.37	1132.1	932.33	800.75	469.82	552.73	261.24	170.99	197.45	249.56	179.96	343.52	106.76	519.93	311.16	342.32	299.71	229.13	286.95	94.93	101.13	84.54	87.49	216.17	231.45	214.23	580.25	86.21	287.67	83.07	207.19	161.01	538.07	341.84
ELOVL1	65.48	14.85	20.9	37.91	48.88	26.93	20.33	8.66	3.35	25.17	20.42	39.7	70.81	31.9	53.12	50	28.12	115.79	83.66	82.23	118.81	118.3	172.05	136.1	65.8	78.43	20.41	40.07	10.6	16.98	65.07	18.34	16.62	27.25	29.85
TIMP4	0.14	0.13	0.27	0.3	1.5	0.05	0.03	0	0	0.03	0.04	0	0.34	0	0	0	0	0	0	0	0	0	0	0	10.56	6.7	10.08	0	0.27	0	0	2.59	0.08	0	0
SYN2	0.03	0.02	0.18	0	0.24	0.29	0.45	0	0.2	0.02	0.08	0	0.03	0.02	0.14	0.02	0	0	0	0	0.06	0	0	0	0	0	0.09	0.26	0.06	NA	NA	NA	NA	0	0
NRG1	1.15	0.92	0	0	0	0.62	0.08	2.29	0.05	0.42	0.95	0.41	0.06	0.14	0.06	0.05	0.01	0.6	1.79	0.78	0.95	0.96	1.83	1.88	2.21	0.5	0.26	0	0.11	0.16	0.17	0.13	0.37	0.02	0.73
C1orf27	4.82	3.33	19.12	13.3	9.01	13.23	10.1	14.22	5.59	6.39	4.58	16.6	14.63	24.06	13.71	15.27	17.73	17.09	7.22	10	6.3	8.96	6.08	8.32	8.53	11.32	24.02	12.94	19.58	6.53	6.65	7.51	5.67	11.64	8.66
CPT2	14.65	14.96	62.85	82.48	80.29	17.44	12.32	26.59	33.98	13.69	15.84	39.68	74.72	58.26	90.69	104.8	57.94	95.16	72.42	66.39	79.55	72.83	79.37	79.23	99.43	82.93	46.81	83.91	38.23	13.72	9.69	20.41	14.77	20.32	9.21
NECAP2	19.51	12.5	33.35	35.86	47.69	15.55	13.61	13.78	26.56	17.37	15.27	8.08	7.9	8.35	7.74	8.07	3.93	5.72	4.55	7.36	5.75	6.29	6.7	6.27	7.48	11.98	12.37	19.31	35.57	17	31.09	18.08	22.16	19.91	13.72
LRP8	0.23	0.15	0.12	0.3	0.22	0.17	0.09	0.09	0.16	0.44	0.28	0.92	0.54	1.09	0.05	0.11	0.04	0.26	1.59	0.28	0.07	0.06	1.13	2.66	0.15	0.52	0.13	3.62	0.11	0.08	0.46	0.28	0.18	0.21	0.33
CDCP2	0	0.08	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0.01	0	0	0	0	0	0.03	0	0	0.11	0.02	0.03	0.2	0	0	0.05	0	0	0.11	0
PAXIP1	2.83	1.36	2.88	3.93	5.85	5.81	4.03	2.16	2.99	2.92	3.1	4.45	7.41	6.03	6.84	5.62	3.18	5.47	7.36	4.84	2.36	2.39	3.21	4.36	6.47	13.04	13.94	3.5	7.46	3.11	4.23	3.78	2.34	2.41	1.8
STEAP2	0.75	0.47	0.04	0.14	0.19	0.98	7	2.63	0	5.02	5.57	0.55	2.22	3.61	2.06	1.07	1.72	0.12	0.11	0.06	0.42	0.42	0.35	0.47	0	0.03	0.02	0	0.05	1.19	1.51	0.96	0.41	1.21	3.02
SPI1	11.77	6.4	9.72	17.15	21.01	13.62	5.14	5.17	6.74	17.64	16.16	6.82	5.16	8.89	3.86	3.89	1.57	1.72	2.08	2.67	2.71	2.48	2.53	2.42	14.23	13.95	8.51	81.51	3.4	5.85	33.83	3.03	19.86	23.44	39.34
CLDN12	17.7	11.48	5.76	5.28	3.19	6	6.85	4.52	8.97	5.87	6.74	33.44	27.7	34.43	33.4	30.97	27.03	33.83	14.79	21.59	11.27	10.72	10.49	13.05	7.58	8.5	3.12	6.45	15.52	8.99	12.77	9.47	8.97	2.38	2.18
MMP14	4.83	3.77	21.09	34.67	20.04	4.14	3.06	9.62	1.9	10.11	7.63	11.9	18.35	19.52	8.44	10.71	6.09	2.95	4.76	4.26	0.55	0.53	1.43	1.64	5.46	6.53	2.82	18.01	8.87	7.34	33.96	6.93	6.85	7.74	13.34
FZD1	1.75	0.85	1.25	1.22	1.52	NA	NA	16.82	2.6	1.94	2.12	3.35	2.65	3.1	2.31	2.56	1.46	1.73	1.68	2.69	1.72	1.91	1.72	1.97	10.99	4.95	3.86	3.08	5.32	3.77	2.54	1.93	0.83	1.51	0.95
C1orf158	0.13	0.07	0	0.09	0.02	0.12	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.08	0	0.07	0	0	0	0
ARMC12	0.17	0.33	0.4	0.44	2.7	1.9	4.46	0.44	2.98	4.34	1.66	0	0.23	0	0	0	0	0	0	0	0.09	0.07	0.07	0	0.08	0.46	0.03	0.31	0.04	0.84	1.12	1.24	0.52	1.19	2.03
ST3GAL2	17.06	3.89	10.31	12.27	12.47	3.95	1.79	5.47	3.16	3.37	4.67	1.67	1.26	1.29	0.79	0.92	0.57	0.75	0.84	0.83	1.61	1.71	2.12	2.03	70.48	100.04	10.2	8.53	50.09	7.62	10.35	4.99	4.11	5.44	4.93
FUK	9.65	3.97	4.65	5.62	14.08	17.21	24.01	4.24	4.41	12.38	16.29	4.27	6.03	3.49	5.46	6.23	2.79	8.9	4.58	6.7	2.23	2.32	1.56	1.9	11.58	14.95	4.79	2.79	7.97	15.76	8.52	7.81	8.05	7.57	4.78
IL34	0.89	0.85	0.1	0.05	0.15	0	0	22.43	13.57	4.4	2.89	3.07	4.43	3.73	1.41	1.26	0.93	1.01	1.03	4.31	1.7	2.13	3.15	2.19	4.83	3.61	2.68	1.76	0	1.4	2.93	1.42	1.6	21.17	3.68
DHRS1	117.96	114.2	53.78	92.17	116.38	88.66	129.4	13.06	123.62	144.01	166.35	104.68	95.28	130.1	126.65	142.65	71.44	121.83	173.16	140.56	38.59	34.71	56.72	64.57	42.64	43.32	55.61	133.98	426.9	231.52	54.78	81.94	116.84	144.12	127.85
CACNA1D	1.65	0.77	0.24	0.33	0.16	1.18	0.54	1.54	0.06	0.13	0.05	0.3	0.43	0.33	0.75	0.75	0.6	0.14	0.21	0.14	0.45	0.44	0.44	1.07	0	0.04	0.05	0.1	0.63	0.05	0.16	0.1	0	0.12	0.08
ARSE	64.25	52.09	0.39	0.13	0.15	NA	NA	0	0	0.22	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.12	0.06	0.15	2.21	NA	NA	NA	NA	1.65	1.04
KIT	0.06	0.09	4.41	3.02	1.18	2.48	1.01	0.34	0.09	0.38	0.09	1.78	2.13	3.5	1.92	1.41	0.55	0.78	1.2	0.51	0.5	0.75	0.59	0.78	5.08	8.13	8.12	3.76	0.32	0.57	0.12	0.87	0.23	0.4	2.55
AASDH	0.97	1.21	8.17	6.96	4.79	2.89	3.4	1.49	1.9	2.89	1.91	4.21	8.03	8.54	4.48	7.02	3.34	2.85	2.11	2.58	0.7	1.59	1.54	0.99	0.92	1.52	2.86	5.6	4.2	1.03	0.97	2.24	1.34	2.08	1.07
MPPED2	0.22	0.21	0	0	0.05	0.06	0.06	0.14	0.06	0.11	0.13	1.12	0.04	0.19	0.3	0.12	0.07	0.87	1.23	0.34	0.32	0.74	0.23	0.05	0.25	0.05	0.07	0.41	0	0.09	1.07	0.15	0.05	0.51	0.04
CACNA2D3	0	0.15	0.8	0.13	0.27	0.35	0.78	0.03	0	0.02	0.53	0	0	0	0.03	0.01	0	0.14	0.07	0.03	0.03	0	0.04	0	0	0	0.03	0.11	0.13	0	0	0.06	0	0.04	0
RNF111	10.69	2.91	4.65	5.09	3.21	8.07	1.81	2.37	3.04	2.97	2.89	8	7.21	9.8	7.97	6.73	4.6	4.59	6.82	5.3	3.71	4.07	4.09	5.12	2.96	3.43	3.95	11.69	11.54	3.09	2.99	2.32	3.12	4.13	2.63
FAM81A	0.14	0.01	1.72	1.09	1.64	0.02	0.09	0.44	0.07	0.12	0.02	1.73	1.86	2.4	1.78	1.22	0.58	0.17	0	0.3	1.02	0.72	0.46	0.84	0.03	0	0.02	38.2	5.25	0.03	0	0.03	0.04	0	0.03
MYO1E	13.51	10.76	12.2	9.76	6.26	13.02	5.88	13.2	5.15	2.1	2.5	29.25	31.62	24.31	22.53	14.07	8.73	16.21	17.79	14.64	7.8	6.53	13.32	12.95	2.5	4.24	3.21	26.14	27	8.17	10.94	4.54	5.86	3.79	5.94
APPL1	4.93	1.36	3.74	4.26	2.21	2.69	0.82	4.84	3.38	3.79	3.97	2.34	3.55	3.08	2.78	2.38	2.25	1.31	1.27	1.55	0.81	1.13	0.82	0.68	4.48	7.87	8.26	8.3	17.11	4.88	5.63	4.88	4.31	3.78	3.82
AFAP1L1	2.72	1.37	2.56	3.04	1.55	5.42	2.99	1.04	2.39	7.95	3.5	2.01	2.73	2.6	2.25	1.82	1.28	0.6	0.59	0.62	0.85	0.92	1.13	0.76	1.98	2.61	0.97	6.75	2.71	6.25	2.98	6.24	6.3	5.16	4.03
TSC22D3	19.54	42.2	19.06	25.48	40.87	89.39	117.33	8.59	12.39	65.11	47.42	163.72	56.32	53.23	85.44	59.85	26.28	107.35	40.5	85.1	24.82	26.82	25.87	35.43	10.53	37.32	6.86	42.38	138.46	41.51	9.32	58.38	327.92	134.87	116.33
DSCR3	16.27	6.8	8.59	8.88	9.2	10.83	4.98	7.14	6.5	18.36	18.5	10.01	12.97	13.1	11.29	11.66	8.66	10.62	6.07	12.16	5.21	6.64	8.02	5.51	7.66	9.32	7.26	8.62	25.3	14.43	20.34	11.33	10.83	13.56	9.25
CLDN18	0	0.05	0	0	0	0.22	0.2	6.67	0.51	0	0.03	0	0	0	0.14	0.02	0.02	0	0	0	0	0	0	0	0.14	0	0	0	0.3	0.91	0.59	0.47	0.84	0	0
DYRK1A	11.78	3.64	10.09	14.37	11.83	6.56	1.98	6.48	NA	6.38	5.44	9.63	11.11	12.94	7.4	7.72	5.12	6.61	9.37	6.08	4.33	3.56	5.85	9.24	3.12	6.72	6.86	8.59	14.85	5.52	7.63	6.98	6.62	7.41	5.48
KCNJ6	0.08	0.01	0	0	0.1	0.06	0.04	0	0	0.02	0.25	0	0	0	0	0	0	0	0	0	0	0.17	0	0.17	0	0.07	0	0	0	0.05	0.05	0	0.03	0	0
KCNJ15	0.68	0.52	0.17	0.65	0.46	1.53	0.62	0.28	0.08	4.78	1	0.2	0.12	0.37	0.1	0.12	0.04	0.14	0.53	0.13	0.03	0.1	0.08	0.15	0	0	0.04	0.14	0.3	0.13	1.74	1.3	1.09	NA	NA
TSPAN18	2.93	1.56	0.33	0	0.19	1.64	0.5	0.16	0.92	10.38	2.97	2.38	3.17	3.37	2.2	2.24	0.92	1.74	1.83	1.85	1.76	1.92	3.16	5.31	0.6	0	1.88	1.43	8.62	8.18	3.58	5.83	4.68	2.93	3.01
LCA5L	1.01	0.31	0.04	0.62	0.18	0.39	0.21	NA	0.14	0.29	0.19	0.06	0.19	0.1	0.05	0.02	0.04	0.05	0.06	0.06	0.03	0	0.1	0	1.16	1.3	0.42	0.28	0.03	0.05	0.23	0.33	0.08	NA	NA
SLC35B2	31.15	14.88	11.46	19.64	26.67	NA	NA	9.31	38.68	18.8	21.63	12.19	17.2	11.86	31.38	25.92	18.32	26.14	15.34	21.42	11.74	11.53	11.36	17	34.68	39.04	29.31	11.12	21.41	NA	NA	NA	NA	11.24	7.85
TMEM164	1.04	0.44	1.04	1.96	2.86	2.17	1.16	6.09	1.03	0.71	1.6	1.32	3.99	3.98	4.56	3.04	2.71	6.04	3.08	5.09	2.86	3.66	3	2.87	0.84	1.49	0.46	2.27	0.86	0.3	3.27	0.24	0.16	2.19	0.92
ZBTB11	2.91	1.39	7.34	7.01	5.08	2.78	2.1	5.24	3.46	4.21	3.22	5.42	7.01	9.19	6.3	4.4	3.4	3.74	2.37	3.47	1.75	2.42	1.47	1.76	1.39	1.96	3.43	9.02	6.42	3.39	1.7	3.2	3.8	3.67	2.93
CREB3L1	0.85	0.35	7.75	8.14	7.24	0	0.08	0.32	4.5	1.45	0.45	0.86	1.61	1.74	0.27	0.6	0.22	1.4	5.11	3.07	0.91	1.51	1.8	2.71	3.17	16.83	2.5	0.32	3.07	0	0.33	0.15	0.15	0.29	0.47
TAB3	6.91	2.14	1.91	4.65	2.31	2.13	0.47	3	3.64	2.52	3.01	1.84	2.14	1.93	2.82	1.67	2.28	1.27	0.82	1.23	0.59	0.87	0.56	1.14	2.61	2.71	5	5.03	6.51	3.03	3.9	3.09	2.06	4.54	1.76
SLC38A10	69.94	41.31	12.4	14.96	24.65	25.75	25.08	20.75	15.17	27.15	40.07	71.86	60.64	61.34	64.43	72.78	33.27	74.06	38.99	59.55	47.27	41.14	41.42	31.88	13.85	20.96	19.86	68.65	65.59	NA	NA	NA	NA	18.53	13.69
ZNF618	2.8	0.71	1.19	1.27	2.44	1.09	0.88	0.62	0.44	0.75	2.4	0.06	0.29	0.16	0.76	0.51	0.31	0.18	0.38	0.37	0.24	0.45	0.12	0.61	3.95	4.46	2.19	3.43	3.39	1.82	1.54	1.41	0.78	1.4	0.54
DGKI	0	0	0.21	0.23	0.16	0.01	0.01	0	21.42	0.06	0.02	0	0	0	0.03	0	0	0	0	0	0	0	0.03	0	0.08	0.11	0.04	0	0.02	0	0.02	0.03	0.07	NA	NA
TMEM268	3.79	1.01	17.73	24.24	27.47	3.96	1.88	1.06	14.87	2.25	1.65	3.48	6.76	3.19	5.88	3.33	2.55	7.86	2.59	3.36	7.23	9.53	6.34	6.8	12.37	15.71	12.24	14.78	12.78	4.27	9.69	3.93	4.96	5.2	1.58
SVOPL	0	0	0.08	0	0.19	0	0	0	0	0.12	0.05	0.07	0.05	0.11	0.03	0.01	0.02	0	0	0	0	0.65	0.27	0	0	0	0	0	0	0	0	0	0	0	0
SNX22	1.42	1.07	0.57	1.02	0.91	1.53	3.3	0	0	0.37	0.34	1.3	2.78	3.09	1.52	1.69	0.28	0.77	0.31	0.5	0.08	0.07	0	0.06	0.42	1.98	0.4	0.31	0.13	4.31	0.25	0.36	1.85	9.33	5.38
BRAF	1.93	1.69	1.8	2.33	1.9	3.53	2.57	4.2	0.94	1.77	1.28	3.24	5.13	5.73	3.72	2.75	2.9	1.78	1.46	2.08	1.74	2.28	1.3	2.29	1.26	2.26	2.33	3.56	8.57	1.54	1.94	1.26	2.08	1.94	2.98
ACAN	0.02	0.03	0	0	0.01	0	0.01	0.09	1.33	0.01	0	0	0.02	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.05	0	0	0	0	0	0.01
PSMG3	16.63	8.85	11.48	23.03	32.59	9.35	15.34	1.21	11.03	13.13	10.03	11.93	20.65	9.63	14.28	23.05	10.34	22.57	12.22	20.71	20.16	23.5	25.63	27.37	4.19	4.24	5.56	16.87	0	0	0.48	0	0.24	9.64	17.98
CABP1	0.25	0.05	0	0.38	0.09	NA	NA	0.52	0.07	0.15	0.24	0.09	0	0.32	0	0.08	0.06	0	0	0	0	0	0.09	0	0.06	0.35	0.08	0	0.1	0	0.06	3.16	0.12	0.12	0
SLC37A3	9.7	3.73	11.92	11.73	9.28	2.97	1.91	3.56	6.28	5.81	4.05	8.31	9.57	10.02	9.69	8.47	6.27	7.9	4.52	5.57	2.75	3.4	2.83	2.35	4.72	5.45	8.56	11.14	14.16	3.74	11.48	3.23	1.91	2.51	3.08
AP3S2	14.87	9.18	17.47	18.86	26.06	NA	NA	5.59	NA	NA	NA	5.65	6.83	5.81	7.23	7.63	4.66	8.59	6.71	6.76	5.64	6.17	9.45	6.88	13.54	12.37	23.7	15.36	NA	NA	NA	NA	NA	13.36	11.87
FMNL2	0.88	0.85	8.07	9.52	2.94	12.21	2.02	10.98	0.88	3.96	2.56	3.47	4.14	5.88	2.2	2.64	1.17	0.89	0.42	0.92	4.51	7.04	3.83	3.47	3.04	5.23	5.53	4.47	6	1.71	2.85	3.83	2.78	4.6	1.94
CROT	5.63	4.34	140.81	97.29	232.77	9.78	10.13	32.23	77.86	8.89	7.38	48.8	201.28	187.16	177.63	266.17	171.06	107.48	80.83	100	65.83	101.43	53.97	63.65	4.71	4.41	4.95	5.32	18.6	11.1	1.92	22.68	16.43	11.68	2.22
GOLGA5	8.28	12.73	16.53	12.31	10.95	10.76	10.53	14.64	15.03	8.8	9.93	9.41	13.36	13.39	15.12	12.44	9.56	11.63	8.32	8.67	5.11	7.73	5.51	4.85	11.93	14.74	15.69	12.83	8.28	9.05	31.48	13.91	11.77	11.52	15.84
GAREM2	0.08	0.11	0.13	0.09	1.36	0.08	0.09	0.12	1.33	0.15	0.03	0	0	0	0.03	0	0	0	0	0.02	0	0	0	0	0.16	0.1	0	0.28	0.13	1.26	1.3	1.36	1.61	0.02	0.03
SPPL3	4.98	7.36	9.57	13.33	13.47	11.88	10.21	7.34	5.99	9	5.84	8.84	10.41	10	9.01	9.85	5.75	18.62	11.37	16.62	8.61	13.77	10.02	6.92	8.91	9.94	7.37	16.05	11.75	4.96	8.23	6.29	8.47	5.58	4.87
DPYSL5	0.04	0.11	0.4	0.57	0.17	0	0	0.04	0.28	0	0	0.21	0.4	0.23	0.01	0	0.02	0	0.05	0	0	0	0.01	0	0	0	0.13	0.1	1.46	1.68	1.11	1.58	1.16	0	0.05
DRC1	0.08	0.07	0.31	0.24	0.36	0.11	0.13	0.1	1.43	0.08	0	0.11	0.58	0.65	0.43	0.76	0.6	0.25	0	0.04	3.24	4.81	4.31	4.67	1.52	2.36	3.15	8.64	0.05	0	0.97	0.24	0.03	0.03	0.08
RAB28	2.44	1.91	18.04	14.27	9.91	31.07	22.31	4.49	7.85	5.52	4.88	6	6.48	8.16	10.15	7.7	8.26	10.05	5.13	8.05	7.54	10.05	6.42	7.21	5.56	4.4	12.02	10.73	7.77	4.8	5.21	6.04	6.17	5.73	5.91
FAM213B	8.55	2.93	27.7	26.52	63.51	3.66	6.79	6.31	NA	3.82	2.12	61.84	16.34	10.78	64.16	18.2	14.94	69.31	46.88	60.59	80.83	89.56	73.99	65.47	15.07	22.74	22.28	0.62	NA	6.39	11.59	3.38	1.67	5.46	9.3
PANK4	10.54	4.62	5.86	6.92	10.64	14.08	10.13	2.29	14.92	6.73	7.38	8.76	10.6	8.28	8.94	8.98	4.74	6.89	5.24	7.73	3.92	3.79	5.08	3.53	6.73	8.25	8.47	9.93	NA	10.76	9.33	6.39	7.87	8.04	8.87
CIB4	0	0.05	0.11	0.84	0.16	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0.05	0	0.01	0	0	0	0.09	0	0
